,tokens,tags
315,"['榕', '苑', '(', '横', '岭', '南', '路', ')', ' ', '(', '1', '栋', 'a', '座', '2', '单', '元', '6', '0', '4', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'I-building', 'I-building', 'B-unit', 'I-unit', 'I-unit', 'B-level', 'B-room', 'I-room', 'O']"
316,"['深', '圳', '深', '铁', '铂', '尔', '曼', '酒', '店']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
317,"['万', '科', '第', '5', '园', '4', '期', '-', '6', '号', '楼', ' ', '(', '1', '6', '0', '2', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'I-building', 'O', 'O', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
318,"['老', '川', '味', '江', '油', '肥', '肠', '(', '龙', '岗', '光', '雅', '园', '店', ')', ' ', '(', 'z', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
319,"['龙', '华', '天', '虹', '购', '物', '中', '心', ' ', '(', '2', '楼', '美', '吉', '姆', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'I-level', 'O', 'O', 'O', 'O']"
320,"['龙', '塘', '新', '村', '-', '6', '栋', ' ', '(', '2', '0', '7', ')']","['O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-level', 'B-room', 'I-room', 'O']"
321,"['星', '河', 'w', 'o', 'r', 'l', 'd', '-', 'g', '2', '栋', ' ', '(', '1', '2', '楼', '拓', '阔', '科', '技', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'I-building', 'O', 'O', 'B-level', 'I-level', 'I-level', 'O', 'O', 'O', 'O', 'O']"
322,"['卓', '越', '皇', '后', '道', ' ', '(', '2', 'b', '2', '1', 'b', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'B-level', 'I-level', 'O', 'O']"
323,"['云', '里', '智', '能', '园', '办', '公', '区', '-', '4', '栋', ' ', '(', '3', '0', '6', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-level', 'B-room', 'I-room', 'O']"
324,"['明', '星', '里', '管', '理', '处', ' ', '(', '1', '1', '0', '3', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
325,"['民', '营', '住', '宅', '区', ' ', '(', '7', '巷', '1', '号', '6', '0', '3', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'B-room', 'I-room', 'O']"
326,"['信', '顺', '连', '锁', '便', '利', '店', '(', '南', '坑', '路', '店', ')', ' ', '(', '南', '4', '巷', '5', '号', ' ', '1', '1', '0', '2', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
327,"['龙', '光', '·', '玖', '钻', '4', 'e', ' ', '(', '2', '2', '2', '8', ')']","['O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
328,"['中', '铁', '诺', '德', '公', '馆', '1', '期', ' ', '(', '1', 'a', '1', '3', '0', '3', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
329,"['华', '业', '玫', '瑰', '四', '季', '1', '期', ' ', '(', '一', '栋', '二', '座', '一', '单', '元', '6', 'b', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'I-building', 'I-building', 'B-unit', 'I-unit', 'I-unit', 'B-level', 'B-room', 'O']"
330,"['春', '华', '四', '季', '园', '(', '东', '门', ')', ' ', '(', '1', '0', '栋', '5', '单', '元', '3', 'b', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'I-building', 'B-unit', 'I-unit', 'I-unit', 'B-level', 'B-room', 'O']"
331,"['樟', '坑', '2', '区', ' ', '(', '1', '0', '9', '栋', '2', '0', '4', ')']","['O', 'O', 'B-level', 'O', 'O', 'O', 'B-building', 'I-building', 'I-building', 'I-building', 'B-room', 'I-room', 'I-room', 'O']"
332,"['深', '国', '际', '华', '南', '数', '字', '谷', '-', 'a', '栋', ' ', '(', '3', 'c', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-level', 'B-room', 'O']"
333,"['创', '富', '港', '众', '创', '空', '间', '(', '坂', '田', '碧', '桂', '园', '荣', '汇', '店', ')', ' ', '(', '3', '楼', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'I-level', 'O']"
334,"['南', '星', '河', 'w', 'o', 'r', 'l', 'd', '二', '期', '-', 'e', '座', ' ', '(', '1', '1', '0', '9', '室', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-level', 'I-level', 'B-room', 'I-room', 'I-room', 'O']"
335,"['龙', '光', '玖', '钻', '-', '3', 'c', '栋', ' ', '(', '龙', '光', '玖', '钻', '3', 'c', '栋', '2', '9', '0', '2', ')']","['O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'I-building', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'I-building', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
336,"['龙', '光', '·', '玖', '钻', '3', 'c', ' ', '(', '2', '5', '0', '6', ')']","['O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
337,"['城', '市', '酒', '店', '公', '寓', ' ', '(', '7', '0', '5', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'B-room', 'I-room', 'O']"
338,"['坂', '田', '国', '际', '中', '心', '-', 'f', '栋', ' ', '(', '3', '0', '1', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-level', 'B-room', 'I-room', 'O']"
339,"['创', '业', '花', '园', '-', '1', '4', '3', '栋', ' ', '(', '1', '2', '0', '5', '（', '外', '卖', '可', '以', '送', '进', '来', '）', ')']","['O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'I-building', 'I-building', 'O', 'O', 'B-level', 'I-level', 'B-room', 'I-room', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
340,"['星', '河', 'w', 'o', 'r', 'l', 'd', 't', 'o', 'w', 'e', 'r', 'e', ' ', '(', '星', '河', 'w', 'o', 'r', 'l', 'd', '二', '期', 'e', '栋', '1', '4', '层', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'O', 'B-building', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'B-level', 'I-level', 'I-level', 'O']"
341,"['创', '客', '工', '坊', ' ', '(', '民', '乐', '科', '技', '园', '创', '客', '工', '坊', '4', '0', '9', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'B-room', 'I-room', 'O']"
342,"['富', '德', '生', '命', '人', '寿', '后', '援', '中', '心', '-', '东', '门']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
343,"['龙', '光', '玖', '钻', '-', '5', '栋', ' ', '(', '5', 'c', '栋', '3', '8', '0', '9', '(', '放', '门', '口', ')', ')']","['O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-building', 'I-building', 'I-building', 'B-level', 'I-level', 'B-room', 'I-room', 'O', 'O', 'O', 'O', 'O', 'O']"
344,"['聚', '龙', '花', '园', '一', '期', '-', '1', '栋', ' ', '(', 'b', '1', '4', '0', '3', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-unit', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
345,"['星', '河', '银', '湖', '谷', '-', '5', '栋', ' ', '(', '1', '9', '0', '1', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
346,"['黄', '果', '坜', ' ', '(', '5', '巷', '8', '栋', '4', '0', '1', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'B-level', 'B-room', 'I-room', 'O']"
347,"['星', '河', 'w', 'o', 'r', 'l', 'd', '1', '期', '-', 'a', '座', ' ', '(', '2', '3', '楼', '0', '8', 'b', '室', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-level', 'I-level', 'I-level', 'B-room', 'I-room', 'I-room', 'I-room', 'O']"
348,"['西', '头', '东', '苑', '-', 'd', '栋', ' ', '(', 'd', '栋', '1', '6', '0', '2', ')']","['O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-building', 'I-building', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
349,"['源', '创', '空', '间', ' ', '(', '南', '区', '一', '栋', '2', '1', '5', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'B-level', 'B-room', 'I-room', 'O']"
350,"['星', '河', '丹', '堤', 'f', '区', '停', '车', '场', ' ', '(', 'f', '2', '-', '1', '-', '1', '8', '0', '5', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'B-unit', 'O', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
351,"['龙', '光', '玖', '钻', '南', '区', '-', '4', 'c', '栋', ' ', '(', '2', '4', '2', '2', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'I-building', 'O', 'O', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
352,"['和', '成', '嘉', '业', '名', '园', ' ', '(', '4', '栋', '2', '7', '0', '4', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
353,"['青', '创', '城', ' ', '(', 'b', '栋', '4', 'a', '8', ')']","['O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'B-level', 'B-room', 'I-room', 'O']"
354,"['龙', '光', '·', '玖', '钻', '3', 'c', ' ', '(', '1', '8', '1', '1', ')']","['O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
355,"['惠', '鑫', '公', '寓', '-', 'd', '栋', ' ', '(', 'd', '栋', '1', '0', '2', '9', ')']","['O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-building', 'I-building', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
356,"['龙', '兴', '楼', ' ', '(', '龙', '兴', '楼', '2', '0', '2', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'B-room', 'I-room', 'O']"
357,"['龙', '岸', '花', '园', ' ', '(', '别', '墅', '区', ' ', '1', '1', '栋', 'd', '座', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'I-building', 'I-building', 'I-building', 'O']"
358,"['光', '雅', '园', '九', '区', '六', '巷', '3', '号', ' ', '(', '4', '0', '1', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'B-room', 'I-room', 'O']"
359,"['猫', '舍', '酒', '店', '式', '公', '寓', ' ', '(', '7', '1', '2', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'B-room', 'I-room', 'O']"
360,"['春', '华', '四', '季', '园', '二', '期', '-', '2', '7', '号', '楼', ' ', '(', '二', '单', '元', '1', 'd', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'I-building', 'I-building', 'O', 'O', 'B-unit', 'I-unit', 'I-unit', 'B-level', 'B-room', 'O']"
361,"['民', '乐', '科', '技', '园', '-', 'b', '栋', ' ', '(', '6', '0', '5', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-level', 'B-room', 'I-room', 'O']"
362,"['碧', '桂', '园', '荣', '汇', ' ', '(', 'c', '栋', '2', '8', '0', '2', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
363,"['t', 'o', 'n', 'i', '&', 'g', 'u', 'y', ' ', '彩', '秀', '(', '龙', '华', '壹', '方', '城', '店', ')', ' ', '(', '壹', '方', '天', '地', 'c', '区', '四', '楼', '朗', '玩', '旁', '边', '理', '发', '店', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'I-level', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
364,"['日', '出', '·', '印', '象', 'a', '区', ' ', '(', '1', '栋', '1', '0', '0', '1', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
365,"['南', '坑', '村', '统', '建', '楼', ' ', '(', '5', 'c', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'B-room', 'O']"
366,"['华', '侨', '城', '北', '站', '壹', '号', ' ', '(', '北', '站', '一', '号', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
367,"['星', '河', 'w', 'o', 'r', 'l', 'd', '大', '厦', 'c', '栋', ' ', '(', '2', '0', '层', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-level', 'I-level', 'I-level', 'O']"
368,"['莱', '蒙', '水', '榭', '春', '天', '2', '期', ' ', '(', '6', '栋', '鹤', '兰', '苑', '1', '8', 'f', '（', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'O', 'B-level', 'I-level', 'B-room', 'O', 'O']"
369,"['绿', '景', '公', '馆', '1', '8', '6', '6', ' ', '(', '北', '区', 'b', '栋', '1', '9', 'a', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'B-level', 'I-level', 'B-room', 'O']"
370,"['深', '圳', '市', '永', '祥', '药', '房', '连', '锁', '有', '限', '公', '司']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
371,"['华', '侨', '城', '北', '站', '壹', '号', ' ', '(', '公', '寓', '楼', '3', '1', '0', '8', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
372,"['横', '岭', '老', '村', '四', '区', '-', '1', '7', '栋', ' ', '(', '龙', '华', '区', '民', '治', '街', '道', '办', '事', '处', '横', '岭', '四', '区', '1', '7', '栋', '多', '彩', '发', '廊', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'I-building', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'I-building', 'O', 'O', 'O', 'O', 'O']"
373,"['横', '岭', '四', '区', ' ', '(', '6', '6', '栋', '1', '3', '0', '1', '室', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'I-building', 'B-level', 'I-level', 'B-room', 'I-room', 'I-room', 'O']"
374,"['坂', '田', '站', '货', '场', ' ', '(', '1', '0', '8', '仓', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
375,"['星', '河', 'w', 'o', 'r', 'l', 'd', '-', 'f', '座', ' ', '(', '1', '6', '0', '6', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
376,"['万', '科', '金', '域', '华', '府', '一', '期', '-', '3', '栋', ' ', '(', '9', '0', '3', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-level', 'B-room', 'I-room', 'O']"
377,"['1', '9', '8', '5', '园', '中', '园', ' ', '(', '3', '栋', '2', '0', '6', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'B-level', 'B-room', 'I-room', 'O']"
378,"['森', '林', '里', '•', '华', '德', '福', '幼', '儿', '成', '长', '中', '心', ' ', '(', '长', '兴', '南', '路', '2', '号', '森', '林', '里', '华', '德', '福', '幼', '儿', '园', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
379,"['壹', '间', '公', '寓', '·', '坂', '田', '嘉', '御', '山', '-', '1', '3', '号', '楼', ' ', '(', '壹', '间', '公', '寓', '1', '3', '栋', 'b', '座', '3', '1', '2', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'I-building', 'I-building', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'I-building', 'I-building', 'I-building', 'B-level', 'B-room', 'I-room', 'O']"
380,"['深', '圳', '市', '汉', '明', '国', '际', '供', '应', '链', '有', '限', '公', '司', ' ', '(', '当', '纳', '利', '物', '流', '园', '，', 'b', '懂', '1', '0', '1', '-', '1', '0', '5', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'O', 'B-level', 'B-room', 'I-room', 'I-room', 'I-room', 'I-room', 'I-room', 'O']"
381,"['华', '意', '公', '寓', ' ', '(', '2', '7', '栋', '华', '意', '公', '寓', ' ', '9', '1', '2', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'I-building', 'O', 'O', 'O', 'O', 'O', 'B-level', 'B-room', 'I-room', 'O']"
382,"['展', '滔', '科', '技', '大', '厦', '-', 'c', '座', ' ', '(', '1', '6', '0', '9', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
383,"['万', '科', '·', '金', '域', '华', '府', '(', '新', '区', '大', '道', ')', ' ', '(', '2', '期', '3', '栋', '3', '2', '0', '1', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
384,"['春', '华', '四', '季', '城', '4', '0', '栋', ' ', '(', '1', '单', '元', '5', 'a', ')']","['O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'I-building', 'O', 'O', 'B-unit', 'I-unit', 'I-unit', 'B-level', 'B-room', 'O']"
385,"['i', 'n', 'f', 'i', 'c', 'a', ' ', 'c', 'o', 'f', 'f', 'e', 'e', ' ', '无', '限', '咖', '啡', '(', '龙', '光', '玖', '钻', ')', ' ', '(', '前', '台', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
386,"['星', '河', 'w', 'o', 'r', 'l', 'd', ' ', 't', 'o', 'w', 'e', 'r', ' ', 'e', ' ', '(', '2', '0', '楼', '2', '0', '0', '1', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'O', 'O', 'B-level', 'I-level', 'I-level', 'B-room', 'I-room', 'I-room', 'I-room', 'O']"
387,"['星', '河', 'w', 'o', 'r', 'l', 'd', '银', '湖', '谷', ' ', '(', '6', '栋', '2', '6', '层', '2', '6', '0', '3', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'B-level', 'I-level', 'I-level', 'B-room', 'I-room', 'I-room', 'I-room', 'O']"
388,"['溪', '山', '美', '地', '园', '-', '北', '门', ' ', '(', '3', '楼', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'I-level', 'O']"
389,"['l', 'u', 'c', 'k', 'i', 'n', 'c', 'o', 'f', 'f', 'e', 'e', '瑞', '幸', '咖', '啡', '(', '坂', '田', '国', '际', '中', '心', '店', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
390,"['珠', '江', '广', '场', '-', 'a', '2', '栋', ' ', '(', '1', '5', 'f', ')']","['O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'I-building', 'O', 'O', 'B-level', 'I-level', 'B-room', 'O']"
391,"['金', '地', '梅', '陇', '镇', ' ', '(', '6', '栋', '2', '单', '元', '6', 'b', ' ', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'B-unit', 'I-unit', 'I-unit', 'B-level', 'B-room', 'O', 'O']"
392,"['华', '业', '玫', '瑰', '四', '季', '花', '园', '2', '期', ' ', '(', '3', '栋', '2', '单', '2', '4', 'b', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-unit', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-level', 'I-level', 'B-room', 'O']"
393,"['圆', '梦', '科', '技', '大', '厦', ' ', '(', '圆', '梦', '科', '技', '大', '厦', '8', '1', '0', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'B-room', 'I-room', 'O']"
394,"['潜', '龙', '鑫', '茂', '花', '园', 'b', '区', ' ', '(', 'b', '1', '栋', '三', '单', '元', '8', 'd', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'I-building', 'B-unit', 'I-unit', 'I-unit', 'B-level', 'B-room', 'O']"
395,"['哎', '呦', '婚', '礼', '工', '作', '室', ' ', '(', '龙', '华', '区', '民', '治', '街', '道', '上', '塘', '路', '口', '先', '跑', '创', '业', '园', '4', '栋', '2', '楼', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'B-level', 'I-level', 'O']"
396,"['星', '空', '网', '咖', '(', '永', '甘', '路', '店', ')', ' ', '(', '网', '咖', '1', '8', '号', '机', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
397,"['星', '河', 'w', 'o', 'r', 'l', 'd', 'c', '栋', '大', '厦', ' ', '(', '1', '7', '0', '6', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'O', 'O', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
398,"['鸿', '荣', '源', '.', '天', '俊', '公', '寓', '-', 'd', '栋', ' ', '(', '3', '0', '1', '2', ' ', '送', '上', '楼', '，', '谢', '谢', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-level', 'I-level', 'B-room', 'I-room', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
399,"['星', '河', 'w', 'o', 'r', 'l', 'd', '1', '期', '-', 'a', '座', ' ', '(', '星', '河', 'w', 'o', 'r', 'd', '~', 'a', '座', '3', '4', '楼', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'B-level', 'I-level', 'I-level', 'O']"
400,"['上', '引', '国', '际', '酒', '店', ' ', '(', '酒', '店', '大', '堂', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
401,"['华', '南', '物', '流', '办', '公', '楼', ' ', '(', '二', '楼', '2', '0', '6', '室', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'I-level', 'B-room', 'I-room', 'I-room', 'I-room', 'O']"
402,"['信', '义', '嘉', '御', '山', ' ', '(', '9', '栋', '9', 'a', '9', '0', '2', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'B-level', 'O', 'B-room', 'I-room', 'I-room', 'O']"
403,"['中', '航', '格', '澜', '郡', ' ', '(', '二', '期', '8', 'b', '4', '0', '2', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'B-level', 'B-room', 'I-room', 'O']"
404,"['六', '维', '商', '务', '中', '心', '-', 'c', '栋', ' ', '(', '5', '0', '7', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'O', 'O', 'B-level', 'B-room', 'I-room', 'O']"
405,"['莱', '蒙', '·', '水', '榭', '春', '天', '6', '期', ' ', '(', 'a', '区', '2', '栋', '2', '9', 'd', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'B-level', 'I-level', 'B-room', 'O']"
406,"['鼎', '置', '地', '产', ' ', '(', '五', '和', '路', '四', '巷', '一', '号', '9', '0', '1', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'B-room', 'I-room', 'O']"
407,"['中', '粮', '祥', '云', ' ', '(', '1', 'a', '3', '6', '0', '2', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'B-building', 'I-building', 'B-level', 'I-level', 'B-room', 'I-room', 'O']"
