,Unnamed: 0,address,building,unit,level,room,用户地址,楼,单元,层,房间
2686,2686,民乐科技园-b栋(501地主贸易有限公司),b栋,,5,501,民乐科技园-B栋 (501地主贸易有限公司),b栋,,5,501
2687,2687,东吴创意园(喜马拉雅酒店前台),,,,,东吴创意园 (喜马拉雅酒店前台),,,,
2688,2688,七里香榭花园-2栋(2单元5a（北门）),2栋,2单元,5,5a,七里香榭花园-2栋 (2单元5a（北门）),2栋,2单元,5,a
2689,2689,龙华金茂府(1栋b座1202),1栋|b座,,12,1202,龙华金茂府 (1栋B座1202),1栋b座,,12,1202
2690,2690,保利上城(8栋703),8栋,,7,703,保利上城 (8栋703),8栋,,7,703
2691,2691,美吉姆儿童发展中心(坂田中心)(3楼美吉姆),,,3,美吉姆,美吉姆儿童发展中心(坂田中心) (3楼美吉姆),,,3楼,
2692,2692,馨园别墅-25栋(2502),25栋,,2,2502,馨园别墅-25栋 (2502),25栋,,25,2502
2693,2693,东浩艺术中心(3c橡皮堂),,,,橡皮堂,东浩艺术中心 (3C橡皮堂),,,3,c
2694,2694,深圳龙溪山庄-e栋(1512),e栋,,15,1512,深圳龙溪山庄-E栋 (1512),e栋,,15,1512
2695,2695,保成泰智汇产业园(a栋409),a栋,,4,409,保成泰智汇产业园 (A栋409),a栋,,4,409
2696,2696,和磡村(9巷3号503),,,5,503,和磡村 (9巷3号503),,,5,503
2697,2697,深圳北站(a1出站口交给工作人员打电话),,,,a1出站口交给工作人员打电话,深圳北站 (A1出站口交给工作人员  打电话),,,,
2698,2698,创业花园(71栋),71栋,,,,创业花园 (71栋),71栋,,,
2699,2699,龙光·玖钻3c(2931),,,29,31,龙光·玖钻3C (2931),3c,,29,2931
2700,2700,星河world-b栋(b座14楼赛云数据),b栋,,14,赛云数据,星河WORLD-B栋 (B座14楼赛云数据),b栋,,14,
2701,2701,泊寓(坂田山塘排公社店)(408),,,4,08,泊寓(坂田山塘排公社店) (408),,,4,408
2702,2702,星河world-d座(13b),d座,,13,13b,星河WORLD-D座 (13B),d座,,13,b
2703,2703,壹成中心第六区(3c401),,,4,401,壹成中心第六区 (3C401),3c,,4,401
2704,2704,民乐新村42-1(民乐一村42栋1单元1202),42栋,1单元,12,1202,民乐新村42-1 (民乐一村42栋1单元1202),42栋,1单元,12,1202
2705,2705,悦龙华府(一期五栋1403),五栋,,14,1403,悦龙华府 (一期五栋1403),5栋,,14,1403
2706,2706,星河word写字楼-e栋(1501),e栋,,15,1501,星河WORD写字楼-E栋 (1501),e栋,,15,1501
2707,2707,坂田1970文创园(2栋205),2栋,,2,205,坂田1970文创园 (2栋205),2栋,,2,205
2708,2708,阳光第五季(阳光第五季赏菊阁2单元16c),赏菊阁,2单元,16,16c,阳光第五季 (阳光第五季赏菊阁2单元16c),,2单元,16,c
2709,2709,家家公寓(南坑1店)((四片区）南坑北2巷4号804),,,8,804,家家公寓(南坑1店) ((四片区）南坑北2巷4号804),,,8,804
2710,2710,泰山东村(三项二号302),,,3,02,泰山东村 (三项二号302),,,3,302
2711,2711,云里智能园(二栋),二栋,,,,云里智能园 (二栋 ),二栋,,,
2712,2712,潜龙阁(6栋506),6栋,,5,506,潜龙阁 (6栋506),6栋,,5,506
2713,2713,星河world-g座,g座,,,,星河WORLD-G座,g座,,,
2714,2714,1970科技小镇-1栋(209-3a),1栋,,2,209-3a,1970科技小镇-1栋 (209-3A),1栋,,,
2715,2715,深国际华南物流办公楼(2楼212室),,,2,212室,深国际华南物流办公楼 (2楼212室),,,2楼,212室
2716,2716,倾耳阁采耳文化体验馆(壹方天地分店)(二楼前台（采耳店）),,,2,前台（采耳店）,倾耳阁采耳文化体验馆(壹方天地分店) (二楼前台（采耳店）),,,二楼,
2717,2717,金海大厦(长发路)(长发路南一巷四号金海大厦1201),,,12,01,金海大厦(长发路) (长发路南一巷四号金海大厦1201),,,12,1201
2718,2718,星河郡寓(深圳雅宝店)(侧门柜旁的前台工作人员),,,,侧门柜旁的前台工作人员,星河郡寓(深圳雅宝店) (侧门柜旁的前台工作人员),,,,
2719,2719,龙光·玖钻南期-5c栋(1506),5c栋,,15,1506,龙光·玖钻南期-5C栋 (1506),5c栋,,15,1506
2720,2720,白石龙幼儿园(白石龙老村8栋1305),8栋,,13,1305,白石龙幼儿园 (白石龙老村8栋1305),8栋,,13,1305
2721,2721,南贤商业广场-b座商务楼(1201b),b座,,12,01b,南贤商业广场-B座商务楼 (1201B),b座,,12,1201b
2722,2722,南坑老村(四巷六号303),,,3,303,南坑老村 (四巷六号303),,,3,303
2723,2723,潜龙鑫茂花园a区(5栋1单元10d),5栋,1单元,10,10d,潜龙鑫茂花园A区 (5栋1单元10D),5栋,1单元,10,d
2724,2724,沙元埔大厦(603室),,,6,03,沙元埔大厦 (603室),,,6,603室
2725,2725,万科紫悦山-5号楼(5栋3304),5栋,,33,04,万科紫悦山-5号楼 (5栋3304),5栋,,33,3304
2726,2726,龙光·玖钻3c(龙华红山地铁站店)(3c栋706房),3c栋,,7,706,龙光·玖钻3C(龙华红山地铁站店) (3c栋706房),3c,,7,706房
2727,2727,龙光·玖钻4e(6楼628),,,6,628,龙光·玖钻4E (6楼628),4e栋,,6楼,628
2728,2728,逸秀新村(微棠a461201),,,12,1201,逸秀新村 (微棠A46 1201),a46栋,,12,1201
2729,2729,星河world大厦-c座(星河worldc座505),c座,,5,05,星河world大厦-C座 (星河 world C 座 505),c座,,5,505
2730,2730,安宏基天曜广场(e栋28e),e栋,,28,28e,安宏基天曜广场 (E栋28E),e栋,,28,e
2731,2731,莱蒙·水榭春天6期a区(2栋19b),2栋,,19,19b,莱蒙·水榭春天6期A区 (2栋19b),2栋,,19,b
2732,2732,坂田创意园y1(y1栋214),y1栋,,2,214,坂田创意园Y1 (Y1 栋214),y1,,2,214
2733,2733,南源新村-101号楼(402),101号楼,,4,402,南源新村-101号楼 (402),101号楼,,4,402
2734,2734,佳立创课(大族云峰校区)(湾畔mall招商中心),,,,,佳立创课(大族云峰校区) (湾畔mall招商中心),,,,
2735,2735,圆梦科技大厦(513),,,5,13,圆梦科技大厦 (513),,,5,513
2736,2736,新彩苑-2号楼(b栋914),2号楼|b栋,,9,914,新彩苑-2号楼 (b栋914),2号楼|b栋,,9,914
2737,2737,碧水龙庭(民丰路)(9栋21b),9栋,,21,21b,碧水龙庭(民丰路) (9栋21B),9栋,,21,b
2738,2738,hbc汇隆中心-南塔(1527),,,15,1527,HBC汇隆中心-南塔 (1527),南塔,,15,1527
2739,2739,世纪星空网吧(新安店)(电竞区25号),,,,电竞区25号,世纪星空网吧(新安店) (电竞区25号),,,,25号
2740,2740,横岭四区-60栋(60栋201室),60栋,,2楼,201室,横岭四区-60栋 (60栋201室),60栋,,2,201室
2741,2741,民营住宅区二巷-3号楼(209),3号楼,,2,209,民营住宅区二巷-3号楼 (209),3号楼,,2,209
2742,2742,煲仔叔碳炉鸡煲(五和店)(永香路8巷6号诚安公馆503号),,,5,503号,煲仔叔碳炉鸡煲(五和店) (永香路8巷6号诚安公馆503号),,,5,503号
2743,2743,企生活人工智能华盛园(310),,,3,10,企生活人工智能华盛园 (310),,,3,310
2744,2744,紫寓公寓-b栋(a307),b栋,,3,a307,紫寓公寓-B栋 (A307),b栋,a,3,307
2745,2745,hbc汇隆中心-北塔,,,,,HBC汇隆中心-北塔,北塔,,,
2746,2746,民乐科技园(圆梦科技大厦810),,,8,810,民乐科技园 (圆梦科技大厦810),,,8,810
2747,2747,大路名车(龙华店),,,,,大路名车(龙华店),,,,
2748,2748,京基御景中央花园2期(二期的二期的1a21b),,,,,京基御景中央花园2期 (二期的二期的1A21B),1a ,,21,b
2749,2749,龙屋小区(中环路龙屋新村13号301室(美宜家旁)),,,3,301室,龙屋小区 (中环路龙屋新村13号301室(美宜家旁)),,,3,301室
2750,2750,中国电信(民治营业厅)(民旺路中国电信),,,,民旺路,中国电信(民治营业厅) (民旺路中国电信),,,,
2751,2751,樟坑一区-135栋(景尚公馆708),135栋,,7,08,樟坑一区-135栋 (景尚公馆708),135栋,,7,708
2752,2752,深圳龙溪山庄(c栋610),c栋,,6,610,深圳龙溪山庄 (c栋610),c栋,,6,610
2753,2753,金地上塘道花园1期(6栋14d室),6栋,,14,d室,金地上塘道花园1期 (6栋14D室),6栋,,14,d室
2754,2754,龙光玖钻(龙光玖钻4e2122),,,21,22,龙光玖钻 (龙光玖钻4e2122),4e栋,,21,2122
2755,2755,金方华电商产业园(雅园路)(6栋2楼b202（铁楼梯上去）帕拓逊公司),6栋,,2,b202,金方华电商产业园(雅园路) (6栋2楼B202（铁楼梯上去）帕拓逊公司),6栋,2楼,2,b202
2756,2756,深圳市逸马商业科技有限公司(d栋20楼),d栋,,20,,深圳市逸马商业科技有限公司 (D栋20楼),d栋,,20,
2757,2757,淘金地大厦-b座(715),b座,,7,15,淘金地大厦-B座 (715),b座,,7,715
2758,2758,星光之约花园(天景西8栋301),8栋,,3,301,星光之约花园 (天景西8栋301),8栋,,3,301
2759,2759,白石龙一区-15号楼(1307),15号楼,,13,1307,白石龙一区-15号楼 (1307),15号楼,,13,1307
2760,2760,万科城丹枫居(b502),,,,,万科城丹枫居 (B502),b,,5,502
2761,2761,南联新村(一单元302),,一单元,3,302,南联新村 (一单元302),,1单元,3,302
2762,2762,香港周金生珠宝(玫园一街店)(周金生珠宝),,,,,香港周金生珠宝(玫园一街店) (周金生珠宝),,,,
2763,2763,拉伽瑜伽·普拉提(龙城店)(招商依山郡拉伽瑜伽馆),,,,,拉伽瑜伽·普拉提(龙城店) (招商依山郡拉伽瑜伽馆),,,,
2764,2764,民乐社区工作站(5楼504),,,5,504,民乐社区工作站 (5楼504),,,5楼,504
2765,2765,贵竹苑(g102),,,1,102,贵竹苑 (G102),g 栋,,,102
2766,2766,星河world(b栋b903),b栋,,9,03,星河WORLD (B栋B903),b栋,,9,903
2767,2767,星河worldtowerf(11楼),,,11,,星河WORLD TOWER F (11楼),f,,11楼,
2768,2768,民乐翠园-15栋(15栋c单元412),15栋,c单元,4,412,民乐翠园-15栋 (15栋C单元 412),15栋,c单元,4,412
2769,2769,悦龙华府一期-3号楼(306),3号楼,,3,06,悦龙华府一期-3号楼 (306),3号楼,,3,306
2770,2770,壹间公寓·坂田嘉御山(壹间公寓12栋1111（放门口即可，不要按门铃）),12栋,,11,1111,壹间公寓·坂田嘉御山 (壹间公寓12栋1111（放门口即可，不要按门铃）),12栋,,11,1111
2771,2771,华为荔枝苑西区-南门(b52008),,,20,08,华为荔枝苑西区-南门 (B5 2008),b5,,20,2008
2772,2772,天健花园23栋(2单元204),23栋,2单元,2,204,天健花园23栋 (2单元204),23栋,2单元,2,204
2773,2773,鼎威自动变速箱维修养护中心(华夏楼603号),华夏楼,,6,603号,鼎威自动变速箱维修养护中心 (华夏楼603号),,,6,603
2774,2774,星光之约花园(巨蟹座302),巨蟹座,,3,302,星光之约花园 (巨蟹座302),巨蟹座,,3,302
2775,2775,潜龙花园-13栋-1单元(702),13栋,1单元,7,702,潜龙花园-13栋-1单元 (702),13栋,1单元,7,702
2776,2776,恒润小居(民治街道民新社区恒润小区7楼772号),,,7,772,恒润小居 (民治街道民新社区恒润小区7楼772号),,,7楼,772号
2777,2777,横岭一区-58栋(505),58栋,,5,,横岭一区-58栋 (505),58栋,,5,505
2778,2778,星河world-f座(星河worldf座),f座,,,,星河WORLD-F座 (星河world F座),f座,,,
2779,2779,动车国际大厦(8楼801),,,8,801,动车国际大厦 (8楼801),,,8楼,801
2780,2780,蔚蓝星少儿英语成长乐园(二楼),,,2,,蔚蓝星少儿英语成长乐园 (二楼),,,二楼,
2781,2781,安宏基天曜广场(9楼),,,9,,安宏基天曜广场 (9楼),,,9,
2782,2782,坂田国际中心-h栋(h栋705),h栋,,7,705,坂田国际中心-H栋 (H栋705),h栋,,7,705
2783,2783,悦湖大厦(c栋8c8),c栋,,8,8c8,悦湖大厦 (C栋8C8),c栋,,8,c8
2784,2784,深国际万科和雅轩(1号楼a座704室),1号楼,a座,7,704室,深国际万科和雅轩 (1号楼A座704室),1号楼,a座,7,704室
2785,2785,星河world·cocopark-a栋(2406),a栋,,24,2406,星河WORLD·COCO Park-A栋 (2406),a栋,,24,2406
2786,2786,国药集团致君坪山制药有限公司,,,,,国药集团致君坪山制药有限公司,,,,
2787,2787,深国际万科和雅轩(2栋1401),2栋,,14,1401,深国际万科和雅轩 (2栋1401),2栋,,14,1401
2788,2788,星河world银湖谷(5栋1303),5栋,,13,1303,星河world银湖谷 (5栋1303),5栋,,13,1303
2789,2789,新澜社区汇食街党群服务v站(观澜街道汇食街32号党群3楼),,,3,,新澜社区汇食街党群服务V站 (观澜街道汇食街32号党群3楼),,,3楼,
2790,2790,圣·莫丽斯c区-7号楼(c区7栋12c北门),7号楼,12c,,北门,圣·莫丽斯C区-7号楼 (c区7栋12c北门),7栋,,12,c
2791,2791,坂田创意园y3-1号门(深圳市邦克仕科技有限公司-y3栋401),y3栋,,4,01,坂田创意园Y3-1号门 (深圳市邦克仕科技有限公司-Y3栋401),y3栋,,4,401
2792,2792,华为荔枝苑西区-a2栋(华为荔枝苑),a2栋,,,,华为荔枝苑西区-A2栋 (华为荔枝苑),a2栋,,,
2793,2793,中央原著御珑苑(中央原著御珑苑2栋19),2栋,,19,,中央原著御珑苑 (中央原著御珑苑2栋19),2栋,,,19
2794,2794,南景新村的民宿(民治店)(南景新村a区10栋（放楼下电梯旁货架上，谢谢),10栋,,,,南景新村的民宿(民治店) (南景新村A区10栋（放楼下电梯旁货架上，谢谢),10栋,,,
2795,2795,横岭2区(32栋1204),32栋,,12,04,横岭2区 (32栋1204),32栋,,12,1204
2796,2796,白石龙老村-13号楼(白石龙一区老村13栋308),13号楼,,3,308,白石龙老村-13号楼 (白石龙一区老村13栋308),13栋,,3,308
2797,2797,星河world·cocopark(一点点奶茶店),,,,一点点奶茶店,星河WORLD·COCOpark (一点点奶茶店),,,,
2798,2798,星河world-d座(18栋),d座,,18,,星河WORLD-D座 (18栋),18栋|d座,,,
2799,2799,龙军工业区(龙军工业区9栋3楼303),9栋,,3,303,龙军工业区 (龙军工业区9栋3楼303),9栋,,3楼,303
2800,2800,深圳智汇创想科技有限责任公司(6楼),,,6,,深圳智汇创想科技有限责任公司 (6楼),,,6楼,
2801,2801,广东省深圳市龙岗区万科星火-6栋(6栋103易虎空间设计),6栋,,1,103,广东省深圳市龙岗区万科星火-6栋 (6栋103易虎空间设计),6栋,,1,103
2802,2802,龙光·玖钻1a(4楼411室),,,4,411,龙光·玖钻1A (4楼411室),1a,,4,411
2803,2803,深国际万科和雅轩-2号楼(4206),2号楼,,42,06,深国际万科和雅轩-2号楼 (4206),2号楼,,42,4206
2804,2804,翔龙御庭(3栋2602),3栋,,26,2602,翔龙御庭 (3栋2602),3栋,,26,2602
2805,2805,九州家园(龙园路)(东区8栋2单元803),8栋,2单元,8,803,九州家园(龙园路) (东区8栋2单元803 ),8栋,2单元,8,803
2806,2806,美食街(坂田街道北一巷8号13a04),,,,,美食街 (坂田街道北一巷8号13a04),,,,
2807,2807,莱蒙·水榭春天1期-2b栋-2单元(二单元茉莉苑10a),2b栋,2单元,,10a,莱蒙·水榭春天1期-2b 栋-2单元 (二单元茉莉苑10A),2b栋,2单元,10,a
2808,2808,皇嘉·梅陇公馆-a栋(a705),a栋,,7,a705,皇嘉·梅陇公馆-A栋 (A705),a栋,,7,705
2809,2809,谭鸭血老火锅(红山6979店)(32号桌),,,,32号桌,谭鸭血老火锅(红山6979店) (32号桌),,,,
2810,2810,龙岗区妇幼保健院-住院部,,,,,龙岗区妇幼保健院-住院部,住院部,,,
2811,2811,皇嘉梅陇公馆(b1303),,,13,1303,皇嘉梅陇公馆 (B1303),b栋,,13,1303
2812,2812,深圳国际进博会馆(a栋3楼sonof，是a栋不是a1栋),a栋,,3,sonof,深圳国际进博会馆 (A栋3楼SONOF，是A栋不是A1栋),a栋,,3楼,
2813,2813,锦尚商业楼(6),,,,,锦尚商业楼 (6),,,,6
2814,2814,星河world-g2栋(903),g2栋,,9,903,星河WORLD-G2栋 (903),g2栋,,9,903
2815,2815,万科双语学校(万科双语学校),,,,,万科双语学校 (万科双语学校),,,,
2816,2816,彩福楼(彩福楼后门行者公寓),,,,彩福楼后门行者公寓,彩福楼 (彩福楼后门行者公寓),,,,
2817,2817,梅花山庄咏梅园-77栋(（灰色小洋房）),77栋,,,,梅花山庄咏梅园-77栋 (（灰色小洋房）),77栋,,,
2818,2818,星河world-g座(g1座),g座,,,g1座,星河WORLD-G座 (g1座),g|g座,,,
2819,2819,融创智汇大厦-a栋(2101),a栋,,21,2101,融创智汇大厦-A栋 (2101),a栋,,21,2101
2820,2820,民乐花园-2栋(a座703),2栋|a座,,7,703,民乐花园-2栋 (A座703),2栋a座,,7,703
2821,2821,1970科技小镇(8栋106),8栋,,1,106,1970科技小镇 (8栋106),8栋,,1,106
2822,2822,星河world大厦-c座(towerc),c座,,,,星河world大厦-C座 (Tower  C ),c座,,,
2824,2824,华侨新村-西门(49栋304),49栋,,3,304,华侨新村-西门 (49栋304),49栋,,3,304
2825,2825,滢水山庄一区-7栋(103室),7栋,,1,103,滢水山庄一区-7栋 (103室),7栋,,1,103室
2826,2826,阳光第五季花园(商铺二楼，百果园),,,2,,阳光第五季花园 (商铺二楼，百果园),,,2,
2827,2827,鹏城青年公寓(美食街北三巷4号604),,,6,604,鹏城青年公寓 (美食街北三巷4号604),,,6,604
2828,2828,星河world·cocopark(坂田店)(二楼京东之家),,,2,京东之家,星河WORLD·COCO Park(坂田店) (二楼京东之家),,,二楼,
2829,2829,万众润丰创业园(a栋2楼c02室),a栋,,2,c02,万众润丰创业园 (A栋2楼C02室),a栋,,2,c02
2830,2830,淘景商务大厦(民宝路淘景大厦210),,,,210,淘景商务大厦 (民宝路淘景大厦210),,,2,210
2831,2831,民乐翠园-10栋(4单元716),10栋,4单元,7,16,民乐翠园-10栋 (4单元716),10栋,4单元,7,716
2832,2832,金地梅陇镇(15栋1单元12b),15栋,1单元,12,12b,金地梅陇镇 (15栋1单元12b),15栋,1单元,12,b
2833,2833,深圳香港培侨书院龙华信义学校(大门),,,,大门,深圳香港培侨书院龙华信义学校 (大门),,,,
2834,2834,沙吓新二村-159号楼(159栋401),159号楼|159栋,,4,401,沙吓新二村-159号楼 (159栋401),159号楼,,4,401
2835,2835,星河worldc座(1楼),c座,,1,,星河WORLDC座 (1楼),c座,,1楼,
2836,2836,星河world-d座(806室),d座,,8,806,星河WORLD-D座 (806室),d座,,8,806室
2837,2837,民康花园-a栋(a6栋409),a6栋,,4,409,民康花园-A栋 (A6栋409),a栋|a6栋,,4,409
2838,2838,深圳龙溪山庄(e栋1102),e栋,,11,1102,深圳龙溪山庄 (e栋1102),e栋,,11,1102
2839,2839,龙华区数字创新中心-c栋,c栋,,,,龙华区数字创新中心-C栋,c栋,,,
2840,2840,新彩苑(2号楼a座705),2号楼|a座,,7,705,新彩苑 (2号楼A座 705),a座,,7,705
2841,2841,民乐新村-61栋(8楼818),61栋,,8,818,民乐新村-61栋 (8楼818),61栋,,8楼,818
2842,2842,德万会馆(星河world店)(前台),,,,前台,德万会馆(星河World店) (前台),,,,
2843,2843,星河银湖谷(7栋3103（3号门配送）),7栋,,31,03（3号门配送）,星河银湖谷 (7栋3103（3号门配送）),7栋,,31,3103
2844,2844,翡翠明珠花园(a栋3单元405),a栋,3单元,4,405,翡翠明珠花园 (A栋3单元405),a栋,3单元,4,405
2845,2845,四季花城牡丹苑h座(h301),h座,,3,h301,四季花城牡丹苑H座 (H301),h座,,3,301
2846,2846,佳兆业悦峰-6号楼(6a栋物业中心),6号楼|6a栋,物业中心,,,佳兆业悦峰-6号楼 (6a栋物业中心),6a栋,,,
2847,2847,碧湖花园-北门(a栋c单元1208),a栋,,12,1208,碧湖花园-北门 (A栋C单元1208),a栋,c单元,12,1208
2848,2848,祥昭大厦(1102),,,11,02,祥昭大厦 (1102),,,11,1102
2849,2849,星河world-f座(2203),f座,,22,2203,星河WORLD-F座 (2203),f座,,22,2203
2850,2850,利金城公寓-b栋(b栋5单元410),b栋,5单元,4,10,利金城公寓-B栋 (B栋5单元410),b栋,5单元,4,410
2851,2851,永甘路(坂田永甘路54号1308),,,13,1308,永甘路 (坂田永甘路54号1308),,,13,1308
2852,2852,深国际华南物流(3号仓3204),3号,,3,204,深国际华南物流 (3号仓3204),,,,3204
2853,2853,共和花园(共和花园23栋703),23栋,,7,703,共和花园 (共和花园23栋703),23栋,,7,703
2854,2854,锦绣鸿都大厦(8楼税务局),,,8,,锦绣鸿都大厦 (8楼税务局),,,8楼,
2855,2855,十二橡树庄园1期(临街商铺云存数据),,,,临街商铺云存数据,十二橡树庄园1期 (临街商铺云存数据),,,,
2856,2856,1970文化创意产业园-8号楼(406),8号楼,,4,406,1970文化创意产业园-8号楼 (406),8号楼,,4,406
2857,2857,招商·依山郡(21栋三单元4f),21栋,三单元,4,f,招商·依山郡 (21栋三单元4F),21栋,3单元,4,f
2858,2858,卓越皇后道(1b19c),,1b,19,c,卓越皇后道 (1b19c),1b,,19,c
2859,2859,芸香苑r栋(101),r栋,,1,101,芸香苑R栋 (101),r栋,,1,101
2860,2860,龙岸花园(二期别墅区12d),,,1,12d,龙岸花园 (二期别墅区12D),,,12,d
2861,2861,春华四季园(32栋二单元5a),32栋,二单元,5,5a,春华四季园 (32栋二单元5A),32栋,二单元,5,5a
2862,2862,万科天誉花园2期(9栋a1-2302),9栋,a1,23,2302,万科天誉花园2期 (9栋A1-2302),9栋a1,,23,2302
2863,2863,深圳北站moxy酒店(深圳moxy酒店1010),,,10,1010,深圳北站Moxy酒店 (深圳moxy酒店1010),,,10,1010
2864,2864,龙光九钻北乙期-2a栋(1507),2a栋,,15,1507,龙光九钻北乙期-2A栋 (1507),2a栋,,15,1507
2865,2865,四季花城(七期丹桂苑)(f座302),f座,,3,302,四季花城(七期丹桂苑) (F座302),f座,,3,302
2866,2866,东都花园二区-a栋(二单元402室),a栋,二单元,4,402室,东都花园二区-A栋 (二单元402室),a栋,2单元,4,402
2867,2867,鸟鹏烧鸟居酒屋(龙华红山店)(鸟鹏烧鸟居酒屋),,,,鸟鹏烧鸟居酒屋,鸟鹏烧鸟居酒屋(龙华红山店) (鸟鹏烧鸟居酒屋),,,,
2868,2868,龙悦居三期(三期南门6栋b2204房),6栋,b,22,2204,龙悦居三期 (三期南门6栋B2204房),6栋,b,22,2204房
2869,2869,中航天逸-a1栋(607),a1栋,,6,607,中航天逸-A1栋 (607),a1栋,,6,607
2870,2870,信联生活超市(2-4b),,,2,4b,信联生活超市 (2-4B),,,,2-4b
2871,2871,伟朋大厦(后面一栋4楼公司前台桌子),一栋,,4,,伟朋大厦 (后面一栋4楼公司前台桌子),,,4楼,
2872,2872,jfarm农场西餐厅(壹方天地店)(农场西餐),,,,农场西餐,J FARM农场西餐厅(壹方天地店) (农场西餐),,,,
2873,2873,1970科技小镇(8栋5楼),8栋,,5,,1970科技小镇 (8栋5楼),8栋,,5楼,
2874,2874,深圳雯华设计顾问有限公司(8栋801a二层左侧),8栋,,2,801a,深圳雯华设计顾问有限公司 (8栋801a二层左侧),8栋,,2,801a
2875,2875,宇丰公寓(305),,,3,305,宇丰公寓 (305),,,3,305
2876,2876,星河world-f座(10楼（送到打电话下楼拿，谢谢）),f座,,10,,星河WORLD-F座 (10楼（送到打电话下楼拿，谢谢）),f座,,10楼,
2877,2877,龙华区科技创新中心-23座(807室),23座,,8,807室,龙华区科技创新中心-23座 (807室),23座,,8,807室
2878,2878,锦绣江南2期(四栋六单元514),四栋,六单元,5,514,锦绣江南2期 (四栋六单元514),4栋,六单元,5,514
2879,2879,碧水龙庭-7栋-4单位(06d),7栋,4单位,6,06d,碧水龙庭-7栋-4单位 (06D),7栋,4单元,,06d
2880,2880,阳光第五季咏梅阁2单元(阳光第五季2栋咏梅阁2单间7a),2栋,2单元,,咏梅阁2单间7a,阳光第五季咏梅阁2单元 (阳光第五季2栋咏梅阁2单间7A),2栋,2单元,7,a
2881,2881,迎木烧烤(迎木烧烤),,,,,迎木烧烤 (迎木烧烤),,,,
2882,2882,龙塘村(龙塘村北区九巷4号),,,,4号,龙塘村 (龙塘村北区九巷4号),,,,
2883,2883,河背老村一区-3号楼(一区四号),3号楼,,,一区四号,河背老村一区-3号楼 (一区四号),3号楼,,,
2884,2884,和成嘉业名园(和成嘉业3栋2903),3栋,,29,03,和成嘉业名园 (和成嘉业3栋2903),3栋,,29,2903
2885,2885,和成嘉业名园(1b栋1703),1b栋,,17,1703,和成嘉业名园 (1B栋1703),1b栋,,17,1703
2886,2886,华南科技园-a栋(4楼整层),a栋,,4,整层,华南科技园-A栋 (4楼整层),a栋,,4楼,
2887,2887,水斗坑西村(四巷14号),四巷14号,,,,水斗坑西村 (四巷14号),,,,
2888,2888,龙光·玖钻北区-1b栋(709),1b栋,,7,709,龙光·玖钻北区-1B栋 (709),1b栋,,7,709
2889,2889,华晖瑞禧-2栋-b单元(801),2栋,,8,01,华晖瑞禧-2栋-b单元 (801),2栋,b单元,8,801
2890,2890,宇宏·罗马公元(7栋下面（游泳池对面）商铺，瑞兴茶行),7栋,,,,宇宏·罗马公元 (7栋下面（游泳池对面）商铺，瑞兴茶行),7栋,,,
2891,2891,城投·七里香榭(1栋3单元6b),1栋,3单元,,6b,城投·七里香榭 (1栋3单元6b),1栋,3单元,6,b
2892,2892,安居尚龙苑(1栋1单元2001),1栋,1单元,20,01,安居尚龙苑 (1栋1单元2001),1栋,1单元,20,2001
2893,2893,龙光·玖钻销售中心(1a栋1716房),1a栋,,17,1716,龙光·玖钻销售中心 (1A栋1716房),1a栋,,17,1716
2894,2894,大发埔东村五巷-4号楼(五巷4号睡窝公寓7楼01),4号楼,,7,01,大发埔东村五巷-4号楼 (五巷4号睡窝公寓7楼01),4号楼,,7楼,1
2895,2895,山海商业广场-c栋(201),c栋,,2,01,山海商业广场-C栋 (201),c栋,,2,201
2896,2896,特发和平里二期(紫荆阁2802),紫荆阁,,28,2802,特发和平里二期 (紫荆阁2802),,,28,2802
2897,2897,深圳市市场和质量监督管理局龙岗分局(我下楼拿),,,,我下楼拿,深圳市市场和质量监督管理局龙岗分局 (我下楼拿),,,,
2898,2898,三和百货(环城西路17号406),,,4,406,三和百货 (环城西路17号406),,,4,406
2899,2899,鞍腾顺汽车服务中心(隔圳新村91栋一楼),91栋,,1,,鞍腾顺汽车服务中心 (隔圳新村91栋一楼),91栋,,一楼,
2900,2900,蓝坤大厦(703),,,7,703,蓝坤大厦 (703),,,7,703
2901,2901,民治(东浩艺术中心3c),,,,,民治 (东浩艺术中心3C),,,3,c
2902,2902,沃尔玛(龙华店)(三期96号铺艾沃超级水果),,,,三期96号铺艾沃超级水果,沃尔玛(龙华店) (三期96号铺艾沃超级水果),,,,96
2903,2903,网鱼网咖(深圳龙华红山店)(门口),,,,门口,网鱼网咖(深圳龙华红山店) (门口),,,,
2904,2904,星河world1期a座(1503),a座,,15,3,星河WORLD1期A座 (1503),a座,,15,1503
2905,2905,春华四季园(2栋3b),2栋,,3,b,春华四季园 (2栋3B),2栋,,3,b
2906,2906,中海朗月苑-5栋(坂田街道中海月朗苑5-2-11c),5栋,,11,5-2-11c,中海朗月苑-5栋 (坂田街道中海月朗苑5-2-11C),5栋,2,11,c
2907,2907,龙光·玖钻南区-4d栋(1031),4d栋,,10,1031,龙光·玖钻南区-4D栋 (1031),4d栋,,10,1031
2908,2908,当纳利物流园(二楼a216),,,2,a216,当纳利物流园 (二楼A216),,,2,a216
2909,2909,壹成中心璞誉府(3栋3301),3栋,,33,01,壹成中心璞誉府 (3栋3301),3栋,,33,3301
